86	2022-04-29 13:17:26	0	15
243	2022-04-29 14:12:55	0	1
243	2022-04-29 14:12:57	0	1
243	2022-04-29 14:14:11	0	15
243	2022-04-29 14:14:14	0	15
243	2022-05-09 09:19:00	0	15
243	2022-05-09 09:19:02	0	15
243	2022-05-09 09:19:07	0	1
243	2022-05-09 09:19:17	0	1
243	2022-05-09 09:20:05	0	15
270	2022-05-23 08:39:54	0	1
270	2022-05-23 08:40:00	0	15
446	2022-05-23 08:54:57	0	15
446	2022-05-23 08:55:00	0	15
243	2022-05-23 11:15:26	0	15
243	2022-05-23 11:15:45	0	1
243	2022-05-23 11:15:47	0	1
243	2022-05-23 11:15:49	0	1
115	2022-05-23 11:20:54	0	15
115	2022-05-23 11:20:57	0	15
115	2022-05-23 11:21:01	0	1
243	2022-05-23 11:21:51	0	15
270	2022-05-27 07:39:45	0	1
270	2022-05-27 07:39:47	0	1
270	2022-05-27 07:39:55	0	15
270	2022-05-27 07:39:57	0	15
270	2022-05-27 16:07:19	0	1
270	2022-05-27 16:07:21	0	1
270	2022-05-27 16:07:23	0	1
270	2022-05-27 16:07:25	0	1
270	2022-05-28 07:45:13	0	1
270	2022-05-28 14:04:21	0	1
270	2022-05-28 14:04:26	0	1
270	2022-05-30 07:32:54	0	1
270	2022-05-30 07:32:58	0	1
270	2022-05-30 16:02:35	0	1
270	2022-05-30 16:02:40	0	15
270	2022-05-30 16:02:43	0	15
270	2022-05-31 07:31:05	0	1
270	2022-05-31 07:31:10	0	1
270	2022-05-31 15:59:50	0	1
270	2022-05-31 16:00:07	0	1
270	2022-06-02 07:34:11	0	1
270	2022-06-02 07:34:15	0	1
243	2022-06-02 08:31:15	0	15
243	2022-06-02 08:31:17	0	15
243	2022-06-02 08:34:00	0	1
448	2022-06-02 08:36:00	0	1
448	2022-06-02 08:36:05	0	15
448	2022-06-02 08:36:08	0	15
13	2022-06-02 08:37:51	0	1
13	2022-06-02 08:37:58	0	15
13	2022-06-02 08:38:01	0	15
360	2022-06-02 08:40:14	0	15
360	2022-06-02 08:40:17	0	1
360	2022-06-02 08:40:19	0	1
360	2022-06-02 08:40:22	0	15
360	2022-06-02 08:40:25	0	15
491	2022-06-02 08:41:55	0	15
491	2022-06-02 08:42:01	0	1
491	2022-06-02 08:42:09	0	1
449	2022-06-02 08:43:55	0	15
449	2022-06-02 08:43:58	0	15
449	2022-06-02 08:44:05	0	1
445	2022-06-02 08:45:30	0	15
445	2022-06-02 08:45:33	0	1
243	2022-06-02 10:17:51	0	15
243	2022-06-02 10:17:53	0	15
91	2022-06-02 10:24:37	0	15
91	2022-06-02 10:24:40	0	15
91	2022-06-02 10:24:43	0	15
91	2022-06-02 10:24:48	0	1
412	2022-06-02 10:30:15	0	1
412	2022-06-02 10:30:31	0	15
412	2022-06-02 10:30:34	0	15
739	2022-06-02 10:31:56	0	15
739	2022-06-02 10:31:59	0	15
739	2022-06-02 10:32:03	0	15
739	2022-06-02 10:32:05	0	15
739	2022-06-02 10:32:08	0	15
437	2022-06-02 10:33:37	0	15
437	2022-06-02 10:33:39	0	1
