840	2022-05-21 14:05:31	1	1	15
840	2022-05-21 14:05:34	1	1	15
842	2022-05-21 14:18:09	1	1	1
835	2022-05-21 14:21:32	1	1	15
844	2022-05-21 14:21:51	1	1	1
843	2022-05-21 14:23:08	1	1	15
843	2022-05-21 14:23:10	1	1	15
259	2022-05-21 14:24:34	1	1	15
259	2022-05-21 14:24:37	1	1	15
836	2022-05-21 14:24:48	1	1	15
836	2022-05-21 14:24:51	1	1	15
842	2022-05-21 14:26:11	1	1	15
842	2022-05-21 14:26:22	1	1	15
842	2022-05-21 14:26:25	1	1	15
842	2022-05-21 14:26:36	1	1	1
885	2022-05-21 14:29:16	1	1	15
134	2022-05-21 15:43:38	1	1	1
134	2022-05-21 15:43:46	1	1	15
134	2022-05-21 15:43:48	1	1	15
85	2022-05-21 16:19:13	1	1	1
85	2022-05-21 16:19:18	1	1	15
85	2022-05-21 16:19:21	1	1	15
247	2022-05-21 17:29:22	1	1	15
247	2022-05-21 17:29:24	1	1	15
900	2022-05-21 18:01:42	1	1	15
900	2022-05-21 18:01:44	1	1	15
870	2022-05-21 18:01:48	1	1	15
870	2022-05-21 18:01:50	1	1	15
870	2022-05-21 18:01:53	1	1	15
870	2022-05-21 18:01:55	1	1	15
900	2022-05-21 18:02:00	1	1	15
900	2022-05-21 18:02:03	1	1	15
94	2022-05-21 18:09:52	1	1	1
94	2022-05-21 18:09:59	1	1	1
890	2022-05-21 18:39:58	1	1	15
890	2022-05-21 18:40:01	1	1	15
106	2022-05-21 20:03:24	1	1	1
865	2022-05-21 20:31:32	1	1	15
865	2022-05-21 20:31:35	1	1	15
865	2022-05-21 20:31:37	1	1	15
843	2022-05-21 20:31:44	1	1	15
843	2022-05-21 20:31:47	1	1	15
843	2022-05-21 20:31:49	1	1	1
843	2022-05-21 20:31:51	1	1	1
865	2022-05-21 20:31:55	1	1	1
846	2022-05-21 20:32:00	1	1	15
846	2022-05-21 20:32:03	1	1	15
847	2022-05-21 20:32:27	1	1	15
847	2022-05-21 20:32:29	1	1	15
851	2022-05-21 20:32:40	1	1	1
851	2022-05-21 20:32:47	1	1	15
838	2022-05-21 20:32:52	1	1	15
838	2022-05-21 20:32:57	1	1	1
20	2022-05-21 21:29:50	1	1	15
20	2022-05-21 21:29:53	1	1	15
20	2022-05-21 21:29:55	1	1	15
836	2022-05-21 22:07:51	1	1	15
836	2022-05-21 22:07:54	1	1	15
837	2022-05-21 22:08:00	1	1	15
143	2022-05-21 22:44:10	1	1	1
157	2022-05-21 22:50:01	1	1	15
837	2022-05-22 05:49:09	1	1	15
837	2022-05-22 05:49:19	1	1	15
837	2022-05-22 05:49:21	1	1	15
20	2022-05-22 06:04:09	1	1	15
20	2022-05-22 06:04:20	1	1	1
20	2022-05-22 06:04:30	1	1	1
836	2022-05-22 13:52:17	1	1	15
836	2022-05-22 13:52:19	1	1	15
837	2022-05-22 14:04:51	1	1	15
837	2022-05-22 14:04:54	1	1	15
20	2022-05-22 21:37:10	1	1	15
20	2022-05-22 21:37:13	1	1	15
840	2022-05-22 21:57:36	1	1	15
840	2022-05-22 21:57:39	1	1	15
836	2022-05-22 22:03:24	1	1	15
836	2022-05-23 05:50:05	1	1	15
836	2022-05-23 05:50:08	1	1	15
20	2022-05-23 06:02:58	1	1	15
20	2022-05-23 06:03:13	1	1	15
840	2022-05-23 06:03:28	1	1	15
840	2022-05-23 06:03:30	1	1	15
883	2022-05-23 07:00:50	1	1	1
893	2022-05-23 07:04:18	1	1	15
893	2022-05-23 07:04:24	1	1	15
893	2022-05-23 07:04:26	1	1	15
85	2022-05-23 07:12:22	1	1	15
85	2022-05-23 07:12:26	1	1	15
835	2022-05-23 07:42:24	1	1	1
835	2022-05-23 07:42:26	1	1	1
838	2022-05-23 07:48:48	1	1	15
838	2022-05-23 07:48:50	1	1	15
842	2022-05-23 07:50:44	1	1	15
976	2022-05-23 07:52:57	1	1	15
976	2022-05-23 07:53:00	1	1	15
873	2022-05-23 07:53:10	1	1	15
873	2022-05-23 07:53:13	1	1	15
873	2022-05-23 07:53:15	1	1	15
863	2022-05-23 07:53:22	1	1	15
863	2022-05-23 07:53:25	1	1	15
249	2022-05-23 07:53:54	1	1	1
37	2022-05-23 07:54:58	1	1	15
37	2022-05-23 07:55:00	1	1	15
259	2022-05-23 07:55:18	1	1	15
259	2022-05-23 07:55:21	1	1	15
865	2022-05-23 07:56:14	1	1	15
865	2022-05-23 07:56:17	1	1	15
845	2022-05-23 07:57:06	1	1	1
870	2022-05-23 07:57:17	1	1	15
844	2022-05-23 07:58:03	1	1	1
106	2022-05-23 07:58:19	1	1	1
896	2022-05-23 07:58:26	1	1	15
896	2022-05-23 07:58:29	1	1	15
896	2022-05-23 07:58:31	1	1	15
871	2022-05-23 07:59:19	1	1	15
871	2022-05-23 07:59:21	1	1	15
134	2022-05-23 07:59:59	1	1	1
143	2022-05-23 08:00:31	1	1	1
247	2022-05-23 08:01:38	1	1	15
247	2022-05-23 08:01:40	1	1	15
843	2022-05-23 08:01:57	1	1	1
846	2022-05-23 08:02:16	1	1	15
851	2022-05-23 08:05:14	1	1	15
851	2022-05-23 08:05:17	1	1	15
851	2022-05-23 08:05:19	1	1	1
852	2022-05-23 08:05:46	1	1	1
902	2022-05-23 08:07:15	1	1	1
847	2022-05-23 08:08:00	1	1	15
847	2022-05-23 08:08:02	1	1	15
847	2022-05-23 08:08:05	1	1	1
887	2022-05-23 08:08:59	1	1	15
887	2022-05-23 08:09:01	1	1	15
94	2022-05-23 08:11:00	1	1	1
157	2022-05-23 08:14:46	1	1	15
157	2022-05-23 08:14:49	1	1	15
876	2022-05-23 08:17:48	1	1	1
900	2022-05-23 08:21:19	1	1	1
900	2022-05-23 08:21:21	1	1	1
885	2022-05-23 08:27:10	1	1	15
885	2022-05-23 08:27:13	1	1	15
839	2022-05-23 10:44:56	1	1	15
839	2022-05-23 10:44:59	1	1	15
20	2022-05-23 13:44:55	1	1	15
20	2022-05-23 13:44:58	1	1	15
836	2022-05-23 14:02:26	1	1	15
836	2022-05-23 14:02:28	1	1	15
836	2022-05-23 14:02:31	1	1	1
893	2022-05-23 15:08:10	1	1	15
893	2022-05-23 15:08:14	1	1	15
893	2022-05-23 15:08:17	1	1	15
870	2022-05-23 16:01:41	1	1	15
873	2022-05-23 16:01:46	1	1	15
873	2022-05-23 16:01:49	1	1	15
873	2022-05-23 16:01:52	1	1	1
247	2022-05-23 16:02:11	1	1	15
247	2022-05-23 16:02:13	1	1	15
871	2022-05-23 16:02:45	1	1	15
871	2022-05-23 16:02:48	1	1	15
259	2022-05-23 16:03:07	1	1	15
839	2022-05-23 16:03:35	1	1	15
839	2022-05-23 16:03:37	1	1	15
902	2022-05-23 16:03:50	1	1	1
845	2022-05-23 16:03:53	1	1	1
845	2022-05-23 16:03:55	1	1	1
842	2022-05-23 16:04:08	1	1	15
863	2022-05-23 16:04:21	1	1	15
863	2022-05-23 16:04:24	1	1	15
844	2022-05-23 16:04:31	1	1	1
37	2022-05-23 16:05:08	1	1	15
37	2022-05-23 16:05:11	1	1	15
835	2022-05-23 16:05:51	1	1	1
876	2022-05-23 16:06:04	1	1	1
852	2022-05-23 16:06:10	1	1	1
887	2022-05-23 16:07:18	1	1	15
887	2022-05-23 16:07:20	1	1	15
900	2022-05-23 16:07:48	1	1	15
900	2022-05-23 16:07:51	1	1	15
900	2022-05-23 16:07:58	1	1	1
85	2022-05-23 16:11:11	1	1	15
85	2022-05-23 16:11:13	1	1	15
885	2022-05-23 16:16:05	1	1	15
883	2022-05-23 16:55:49	1	1	1
838	2022-05-23 17:02:13	1	1	15
838	2022-05-23 17:02:16	1	1	15
249	2022-05-23 17:06:42	1	1	1
106	2022-05-23 17:31:54	1	1	1
865	2022-05-23 17:32:11	1	1	15
851	2022-05-23 17:32:18	1	1	15
847	2022-05-23 17:32:38	1	1	15
976	2022-05-23 17:45:05	1	1	15
976	2022-05-23 17:45:09	1	1	15
846	2022-05-23 18:32:05	1	1	15
843	2022-05-23 18:32:41	1	1	15
843	2022-05-23 18:32:44	1	1	15
896	2022-05-23 19:02:03	1	1	15
896	2022-05-23 19:02:05	1	1	15
890	2022-05-23 19:03:40	1	1	15
890	2022-05-23 19:03:43	1	1	15
157	2022-05-23 19:03:57	1	1	15
896	2022-05-23 19:04:10	1	1	15
94	2022-05-23 19:06:37	1	1	1
143	2022-05-23 19:20:25	1	1	1
134	2022-05-23 19:42:23	1	1	1
840	2022-05-23 21:54:13	1	1	15
837	2022-05-23 21:54:25	1	1	15
837	2022-05-23 21:54:28	1	1	15
837	2022-05-23 21:54:30	1	1	15
20	2022-05-23 22:02:53	1	1	15
20	2022-05-23 22:02:56	1	1	15
20	2022-05-23 22:02:59	1	1	15
839	2022-05-24 05:57:35	1	1	15
839	2022-05-24 05:57:37	1	1	15
840	2022-05-24 06:05:37	1	1	15
837	2022-05-24 06:07:46	1	1	15
837	2022-05-24 06:07:48	1	1	15
837	2022-05-24 06:07:51	1	1	15
837	2022-05-24 06:07:53	1	1	15
85	2022-05-24 06:47:04	1	1	15
85	2022-05-24 06:47:06	1	1	15
854	2022-05-24 06:53:31	1	1	1
893	2022-05-24 06:59:40	1	1	15
893	2022-05-24 06:59:42	1	1	15
157	2022-05-24 07:04:55	1	1	15
883	2022-05-24 07:22:54	1	1	1
863	2022-05-24 07:28:11	1	1	15
863	2022-05-24 07:28:14	1	1	15
835	2022-05-24 07:33:47	1	1	1
900	2022-05-24 07:34:37	1	1	15
900	2022-05-24 07:35:14	1	1	1
865	2022-05-24 07:35:38	1	1	15
865	2022-05-24 07:35:40	1	1	15
865	2022-05-24 07:35:43	1	1	15
249	2022-05-24 07:42:25	1	1	1
134	2022-05-24 07:45:58	1	1	1
20	2022-05-24 07:46:57	1	1	15
20	2022-05-24 07:47:00	1	1	15
976	2022-05-24 07:51:39	1	1	15
976	2022-05-24 07:51:42	1	1	15
838	2022-05-24 07:52:27	1	1	15
838	2022-05-24 07:52:29	1	1	15
873	2022-05-24 07:52:39	1	1	15
873	2022-05-24 07:52:41	1	1	15
843	2022-05-24 07:53:45	1	1	15
843	2022-05-24 07:53:47	1	1	15
871	2022-05-24 07:54:27	1	1	15
871	2022-05-24 07:54:29	1	1	15
844	2022-05-24 07:54:56	1	1	1
106	2022-05-24 07:55:00	1	1	1
143	2022-05-24 07:55:15	1	1	1
247	2022-05-24 07:55:29	1	1	15
247	2022-05-24 07:55:31	1	1	15
842	2022-05-24 07:55:52	1	1	15
842	2022-05-24 07:55:55	1	1	15
94	2022-05-24 07:56:11	1	1	15
94	2022-05-24 07:56:14	1	1	15
846	2022-05-24 07:56:42	1	1	15
846	2022-05-24 07:56:45	1	1	15
259	2022-05-24 07:56:50	1	1	15
259	2022-05-24 07:56:52	1	1	15
870	2022-05-24 07:56:59	1	1	15
870	2022-05-24 07:57:02	1	1	15
37	2022-05-24 07:57:09	1	1	15
902	2022-05-24 07:57:25	1	1	1
902	2022-05-24 07:57:26	1	1	1
896	2022-05-24 07:58:55	1	1	15
896	2022-05-24 07:58:58	1	1	15
845	2022-05-24 07:59:11	1	1	1
851	2022-05-24 07:59:18	1	1	1
876	2022-05-24 08:01:06	1	1	15
876	2022-05-24 08:01:08	1	1	15
890	2022-05-24 08:03:11	1	1	15
852	2022-05-24 08:05:06	1	1	1
887	2022-05-24 08:08:11	1	1	15
885	2022-05-24 08:20:00	1	1	15
885	2022-05-24 08:20:02	1	1	15
139	2022-05-24 08:42:53	1	1	15
139	2022-05-24 08:42:55	1	1	15
139	2022-05-24 08:42:57	1	1	15
835	2022-05-24 11:59:34	1	1	1
839	2022-05-24 12:00:47	1	1	15
840	2022-05-24 13:42:49	1	1	15
840	2022-05-24 13:42:59	1	1	15
870	2022-05-24 14:02:15	1	1	15
839	2022-05-24 14:03:49	1	1	15
839	2022-05-24 14:03:51	1	1	15
893	2022-05-24 15:03:18	1	1	15
893	2022-05-24 15:03:21	1	1	15
838	2022-05-24 16:01:02	1	1	15
838	2022-05-24 16:01:05	1	1	15
876	2022-05-24 16:01:16	1	1	15
876	2022-05-24 16:01:18	1	1	15
876	2022-05-24 16:01:21	1	1	1
869	2022-05-24 16:01:26	1	1	15
869	2022-05-24 16:01:28	1	1	15
863	2022-05-24 16:02:17	1	1	15
863	2022-05-24 16:02:20	1	1	15
873	2022-05-24 16:02:25	1	1	1
873	2022-05-24 16:02:31	1	1	15
873	2022-05-24 16:02:34	1	1	15
873	2022-05-24 16:02:36	1	1	15
902	2022-05-24 16:02:41	1	1	1
873	2022-05-24 16:02:58	1	1	15
873	2022-05-24 16:03:00	1	1	15
873	2022-05-24 16:03:04	1	1	15
873	2022-05-24 16:03:06	1	1	15
20	2022-05-24 16:03:12	1	1	15
20	2022-05-24 16:03:14	1	1	15
20	2022-05-24 16:03:16	1	1	15
896	2022-05-24 16:03:22	1	1	15
896	2022-05-24 16:03:24	1	1	15
133	2022-05-24 16:03:36	1	1	15
133	2022-05-24 16:03:39	1	1	15
845	2022-05-24 16:04:33	1	1	15
845	2022-05-24 16:04:36	1	1	15
887	2022-05-24 16:04:54	1	1	15
887	2022-05-24 16:04:57	1	1	15
885	2022-05-24 16:08:28	1	1	15
885	2022-05-24 16:08:31	1	1	15
842	2022-05-24 16:08:48	1	1	15
842	2022-05-24 16:08:53	1	1	15
842	2022-05-24 16:08:55	1	1	15
844	2022-05-24 16:09:19	1	1	15
844	2022-05-24 16:09:21	1	1	15
852	2022-05-24 16:14:54	1	1	15
852	2022-05-24 16:14:56	1	1	15
259	2022-05-24 16:15:09	1	1	15
259	2022-05-24 16:15:12	1	1	15
877	2022-05-24 16:30:40	1	1	15
136	2022-05-24 16:30:56	1	1	15
136	2022-05-24 16:30:58	1	1	15
247	2022-05-24 17:14:09	1	1	15
247	2022-05-24 17:14:11	1	1	15
883	2022-05-24 17:18:30	1	1	1
134	2022-05-24 18:05:37	1	1	1
132	2022-05-24 18:59:05	1	1	15
871	2022-05-24 19:08:19	1	1	15
157	2022-05-24 19:18:01	1	1	15
157	2022-05-24 19:18:04	1	1	15
249	2022-05-24 20:09:25	1	1	1
94	2022-05-24 20:56:39	1	1	15
976	2022-05-24 21:00:11	1	1	15
976	2022-05-24 21:00:14	1	1	15
843	2022-05-24 21:02:02	1	1	1
843	2022-05-24 21:02:14	1	1	15
846	2022-05-24 21:05:36	1	1	15
846	2022-05-24 21:05:39	1	1	15
851	2022-05-24 21:05:54	1	1	15
37	2022-05-24 21:07:41	1	1	15
37	2022-05-24 21:07:44	1	1	15
106	2022-05-24 21:08:15	1	1	1
889	2022-05-24 21:10:53	1	1	1
865	2022-05-24 21:11:44	1	1	15
865	2022-05-24 21:11:47	1	1	15
836	2022-05-24 21:52:10	1	1	1
837	2022-05-24 21:54:51	1	1	15
837	2022-05-24 21:54:54	1	1	15
837	2022-05-24 21:54:56	1	1	15
837	2022-05-24 21:57:41	1	1	1
840	2022-05-24 22:05:20	1	1	15
900	2022-05-24 22:42:52	1	1	15
900	2022-05-24 22:42:55	1	1	15
900	2022-05-24 22:43:13	1	1	15
900	2022-05-24 22:43:16	1	1	1
143	2022-05-24 22:56:30	1	1	1
143	2022-05-24 22:57:03	1	1	15
139	2022-05-24 23:00:05	1	1	15
139	2022-05-24 23:00:07	1	1	15
139	2022-05-24 23:00:12	1	1	1
85	2022-05-24 23:15:07	1	1	15
890	2022-05-24 23:15:39	1	1	15
890	2022-05-24 23:15:41	1	1	15
854	2022-05-25 00:05:23	1	1	1
132	2022-05-25 00:07:28	1	1	1
132	2022-05-25 00:07:29	1	1	1
20	2022-05-25 05:47:33	1	1	15
20	2022-05-25 05:47:41	1	1	15
836	2022-05-25 06:02:51	1	1	1
836	2022-05-25 06:02:53	1	1	15
837	2022-05-25 06:03:58	1	1	15
837	2022-05-25 06:04:01	1	1	15
837	2022-05-25 06:04:03	1	1	15
837	2022-05-25 06:04:06	1	1	15
837	2022-05-25 06:04:10	1	1	1
218	2022-05-25 06:48:35	1	1	1
893	2022-05-25 06:58:17	1	1	15
893	2022-05-25 06:58:20	1	1	15
157	2022-05-25 07:03:37	1	1	15
85	2022-05-25 07:19:07	1	1	15
85	2022-05-25 07:19:09	1	1	15
835	2022-05-25 07:23:10	1	1	1
865	2022-05-25 07:23:19	1	1	15
865	2022-05-25 07:23:21	1	1	15
865	2022-05-25 07:23:26	1	1	1
136	2022-05-25 07:28:15	1	1	15
136	2022-05-25 07:28:18	1	1	15
883	2022-05-25 07:28:37	1	1	1
132	2022-05-25 07:30:09	1	1	1
132	2022-05-25 07:30:12	1	1	15
139	2022-05-25 07:39:43	1	1	15
139	2022-05-25 07:39:46	1	1	15
139	2022-05-25 07:39:48	1	1	1
139	2022-05-25 07:40:25	1	1	15
134	2022-05-25 07:43:27	1	1	1
851	2022-05-25 07:46:52	1	1	15
851	2022-05-25 07:46:55	1	1	15
976	2022-05-25 07:48:47	1	1	15
976	2022-05-25 07:48:50	1	1	15
842	2022-05-25 07:51:05	1	1	15
133	2022-05-25 07:51:56	1	1	15
133	2022-05-25 07:51:58	1	1	15
854	2022-05-25 07:52:58	1	1	1
249	2022-05-25 07:53:12	1	1	1
843	2022-05-25 07:53:18	1	1	1
218	2022-05-25 07:54:04	1	1	1
863	2022-05-25 07:54:18	1	1	15
863	2022-05-25 07:54:21	1	1	15
838	2022-05-25 07:55:16	1	1	15
838	2022-05-25 07:55:18	1	1	15
871	2022-05-25 07:55:23	1	1	15
871	2022-05-25 07:55:25	1	1	15
847	2022-05-25 07:56:15	1	1	15
846	2022-05-25 07:56:49	1	1	15
846	2022-05-25 07:56:52	1	1	15
870	2022-05-25 07:56:57	1	1	15
870	2022-05-25 07:57:00	1	1	15
247	2022-05-25 07:58:31	1	1	15
247	2022-05-25 07:58:34	1	1	15
259	2022-05-25 07:58:45	1	1	15
259	2022-05-25 07:58:48	1	1	15
845	2022-05-25 07:59:38	1	1	1
877	2022-05-25 07:59:43	1	1	1
143	2022-05-25 07:59:50	1	1	1
869	2022-05-25 08:00:22	1	1	15
869	2022-05-25 08:00:25	1	1	15
873	2022-05-25 08:00:37	1	1	15
873	2022-05-25 08:00:40	1	1	15
873	2022-05-25 08:00:42	1	1	1
873	2022-05-25 08:00:45	1	1	15
873	2022-05-25 08:00:47	1	1	1
896	2022-05-25 08:01:08	1	1	15
902	2022-05-25 08:01:10	1	1	1
902	2022-05-25 08:01:12	1	1	1
896	2022-05-25 08:01:13	1	1	15
844	2022-05-25 08:01:17	1	1	1
896	2022-05-25 08:01:22	1	1	1
852	2022-05-25 08:01:56	1	1	1
37	2022-05-25 08:02:22	1	1	15
94	2022-05-25 08:03:19	1	1	15
94	2022-05-25 08:03:22	1	1	15
876	2022-05-25 08:03:35	1	1	15
885	2022-05-25 08:05:22	1	1	15
885	2022-05-25 08:05:25	1	1	15
885	2022-05-25 08:05:28	1	1	15
887	2022-05-25 08:05:51	1	1	15
887	2022-05-25 08:05:54	1	1	15
889	2022-05-25 08:07:13	1	1	1
890	2022-05-25 08:08:25	1	1	15
900	2022-05-25 08:15:32	1	1	1
900	2022-05-25 08:15:36	1	1	1
106	2022-05-25 08:15:41	1	1	1
837	2022-05-25 13:51:53	1	1	15
837	2022-05-25 13:51:55	1	1	15
837	2022-05-25 13:51:59	1	1	15
837	2022-05-25 13:52:01	1	1	1
840	2022-05-25 13:52:37	1	1	15
840	2022-05-25 13:52:39	1	1	15
20	2022-05-25 14:02:10	1	1	1
20	2022-05-25 14:02:13	1	1	1
893	2022-05-25 15:02:32	1	1	15
893	2022-05-25 15:02:35	1	1	15
870	2022-05-25 16:00:26	1	1	15
870	2022-05-25 16:00:29	1	1	15
863	2022-05-25 16:01:33	1	1	15
863	2022-05-25 16:01:36	1	1	15
845	2022-05-25 16:01:52	1	1	1
133	2022-05-25 16:03:07	1	1	15
838	2022-05-25 16:03:41	1	1	1
902	2022-05-25 16:03:50	1	1	15
902	2022-05-25 16:03:52	1	1	15
844	2022-05-25 16:03:58	1	1	15
842	2022-05-25 16:04:04	1	1	15
835	2022-05-25 16:05:47	1	1	1
259	2022-05-25 16:06:52	1	1	15
259	2022-05-25 16:06:54	1	1	15
852	2022-05-25 16:08:10	1	1	1
134	2022-05-25 16:08:27	1	1	15
134	2022-05-25 16:08:29	1	1	15
877	2022-05-25 16:12:27	1	1	1
218	2022-05-25 16:33:42	1	1	15
883	2022-05-25 16:36:33	1	1	1
136	2022-05-25 16:37:04	1	1	15
247	2022-05-25 17:05:25	1	1	15
247	2022-05-25 17:05:27	1	1	15
157	2022-05-25 17:39:50	1	1	15
157	2022-05-25 17:39:53	1	1	15
249	2022-05-25 18:05:34	1	1	1
85	2022-05-25 18:08:10	1	1	15
873	2022-05-25 19:10:48	1	1	15
873	2022-05-25 19:10:51	1	1	15
873	2022-05-25 19:10:54	1	1	15
873	2022-05-25 19:11:00	1	1	1
871	2022-05-25 19:11:12	1	1	15
871	2022-05-25 19:11:14	1	1	15
890	2022-05-25 19:16:11	1	1	15
890	2022-05-25 19:16:13	1	1	15
876	2022-05-25 19:20:15	1	1	1
976	2022-05-25 19:21:30	1	1	15
976	2022-05-25 19:21:33	1	1	15
94	2022-05-25 19:26:58	1	1	15
94	2022-05-25 19:27:01	1	1	15
869	2022-05-25 19:31:19	1	1	15
869	2022-05-25 19:31:22	1	1	15
885	2022-05-25 19:35:32	1	1	15
885	2022-05-25 19:35:35	1	1	15
900	2022-05-25 19:36:24	1	1	1
900	2022-05-25 19:36:29	1	1	1
143	2022-05-25 21:35:05	1	1	1
836	2022-05-25 21:52:19	1	1	1
839	2022-05-25 21:58:36	1	1	15
839	2022-05-25 21:58:40	1	1	15
840	2022-05-25 22:04:16	1	1	15
840	2022-05-25 22:04:18	1	1	15
837	2022-05-25 22:06:10	1	1	15
837	2022-05-25 22:06:12	1	1	15
837	2022-05-25 22:06:14	1	1	15
837	2022-05-25 22:06:17	1	1	1
106	2022-05-26 00:32:06	1	1	1
37	2022-05-26 00:32:14	1	1	1
843	2022-05-26 00:34:41	1	1	1
843	2022-05-26 00:34:42	1	1	1
132	2022-05-26 00:35:08	1	1	1
889	2022-05-26 00:35:24	1	1	1
846	2022-05-26 00:36:06	1	1	15
846	2022-05-26 00:36:09	1	1	15
865	2022-05-26 00:37:08	1	1	15
865	2022-05-26 00:37:11	1	1	15
851	2022-05-26 00:38:26	1	1	15
851	2022-05-26 00:38:29	1	1	15
847	2022-05-26 00:39:14	1	1	15
847	2022-05-26 00:39:17	1	1	15
139	2022-05-26 00:44:10	1	1	15
139	2022-05-26 00:44:12	1	1	15
139	2022-05-26 00:44:16	1	1	1
887	2022-05-26 02:03:32	1	1	15
887	2022-05-26 02:03:34	1	1	15
896	2022-05-26 02:04:36	1	1	1
896	2022-05-26 02:04:39	1	1	1
854	2022-05-26 02:46:58	1	1	1
840	2022-05-26 05:55:18	1	1	15
840	2022-05-26 05:55:27	1	1	15
836	2022-05-26 06:06:21	1	1	1
839	2022-05-26 06:07:24	1	1	15
839	2022-05-26 06:07:32	1	1	15
837	2022-05-26 13:52:33	1	1	15
837	2022-05-26 13:52:36	1	1	15
837	2022-05-26 13:52:38	1	1	15
837	2022-05-26 13:52:41	1	1	1
836	2022-05-26 13:53:16	1	1	1
840	2022-05-26 14:06:54	1	1	15
840	2022-05-26 14:07:18	1	1	15
20	2022-05-26 21:45:07	1	1	15
20	2022-05-26 21:45:37	1	1	1
839	2022-05-26 21:53:07	1	1	15
839	2022-05-26 21:53:09	1	1	15
839	2022-05-26 21:53:12	1	1	15
836	2022-05-26 22:05:06	1	1	1
837	2022-05-26 22:05:13	1	1	15
837	2022-05-26 22:05:15	1	1	15
837	2022-05-26 22:05:18	1	1	15
837	2022-05-26 22:05:22	1	1	15
837	2022-05-26 22:05:24	1	1	1
132	2022-05-27 05:38:01	1	1	1
132	2022-05-27 05:38:31	1	1	15
132	2022-05-27 05:38:33	1	1	15
139	2022-05-27 05:38:52	1	1	15
139	2022-05-27 05:38:54	1	1	15
139	2022-05-27 05:38:58	1	1	15
139	2022-05-27 05:39:22	1	1	1
139	2022-05-27 05:39:29	1	1	1
139	2022-05-27 05:39:36	1	1	15
837	2022-05-27 05:49:42	1	1	15
837	2022-05-27 05:49:44	1	1	15
837	2022-05-27 05:49:47	1	1	15
837	2022-05-27 05:49:49	1	1	15
837	2022-05-27 05:49:51	1	1	1
85	2022-05-27 05:52:44	1	1	15
249	2022-05-27 05:56:03	1	1	1
846	2022-05-27 05:58:31	1	1	15
847	2022-05-27 06:00:08	1	1	15
847	2022-05-27 06:00:11	1	1	15
870	2022-05-27 06:02:31	1	1	1
851	2022-05-27 06:02:39	1	1	1
870	2022-05-27 06:02:45	1	1	1
20	2022-05-27 06:03:23	1	1	1
